name,glrm_rp,glrm_sre,glrm_lre,glrm_gln,glrm_rln,glrm_lgre,glrm_hgre,glrm_srlge,glrm_srhge,glrm_lrlge,glrm_lrhge,class
RT24_34.jpg,0.001739501953125,4691140440.27491,202.46491228070175,3499545.9298245613,25940703.96491228,2.9358566466458007,135990.15789473685,4691140351.344248,1118936248654.4224,1.1326731231977136,44138.59649122807,tapete
RT24_4.jpg,0.0013427734375,6347841004.752183,190.77272727272728,5151055.045454546,36218140.11363637,3.3687709867814877,187222.61363636365,6347840909.519364,1602744000813.6318,0.858932419177118,46056.15909090909,tapete
RT24_33.jpg,0.001434326171875,5901276688.812589,182.79787234042553,3892986.936170213,33502118.680851065,5.023308628158858,128258.91489361702,5901276596.4451685,1099753420410.7463,1.498811036402251,29354.32978723404,tapete
RT24_14.jpg,0.0012054443359375,7125443139.16769,206.16455696202533,6028151.493670886,40870633.594936706,4.321119409060098,182928.32911392406,7125443038.488154,1578012553413.8843,1.0379007884597042,43910.39240506329,tapete
RT24_15.jpg,0.00164794921875,5033426012.322803,223.02777777777777,4423317.222222222,28115673.407407407,3.110828249400896,136789.88888888888,5033425926.359845,1141177241318.8677,1.1688092274433683,46555.32407407407,tapete
RT24_27.jpg,0.0013275146484375,6482069058.202943,170.66666666666666,4807752.781609195,37261268.20689655,4.1178154599425945,166020.0459770115,6482068966.00834,1432438985682.5244,0.9104981390497364,36460.44827586207,tapete
RT24_40.jpg,0.001373291015625,5927555667.137934,282.3666666666667,5208754.866666666,32667340.866666667,3.7481974776628033,162693.55555555556,5927555556.133088,1332495913253.2432,1.4696838851141498,60797.7,tapete
RT24_29.jpg,0.001251220703125,6885243999.102529,187.14634146341464,5575416.682926829,39595610.146341465,4.383742070769254,169393.9512195122,6885243902.971412,1470640263490.1873,1.0363710263246684,37250.53658536585,tapete
RT24_6.jpg,0.0013580322265625,6379438288.83723,161.68539325842696,4930567.235955056,36850768.98876405,3.3743577037133936,184993.01123595505,6379438202.644037,1610474066094.4375,0.7621663054522274,38812.49438202247,tapete
RT24_23.jpg,0.0013580322265625,6364157391.197691,164.22471910112358,4689874.606741573,36695278.83146068,4.007013525914422,162693.66292134832,6364157303.837641,1412053951552064,0.883035391963483,34649.51685393258,tapete
RT24_24.jpg,0.0014801025390625,5817216577.394257,159.61855670103094,4178939.2577319588,33449224.63917526,2.9761437002788886,180993.2474226804,5817216495.194304,1561836310592.8203,0.6900756024015979,41192.80412371134,tapete
RT24_37.jpg,0.0012969970703125,6317764821.635374,284.6823529411765,5617522.141176471,34990417.78823529,4.189740255494336,164001.96470588236,6317764706.5190115,1355043317938885,1.591848856925317,57449.50588235294,tapete
RT24_20.jpg,0.001434326171875,5928617110.449119,197.6595744680851,4740048.085106383,33741074.55319149,3.0905464414644195,180962.3404255319,5928617021.662572,1546116724779.1316,0.8650888887216232,48847.44680851064,tapete
RT24_2.jpg,0.0013275146484375,6515402388.414705,166.1494252873563,4676877.356321839,37591019.70114943,3.7091461758253867,181409.8735632184,6515402299.283056,1576180825621.9475,0.8067193248153274,38266.09195402299,tapete
RT24_8.jpg,0.001312255859375,6532209398.102019,177.48837209302326,4840612.23255814,37440990.58139535,4.567962576816423,155652.72093023255,6532209302.875067,1336283158946.18,1.0092060798716018,35751.8023255814,tapete
RT24_12.jpg,0.001190185546875,7200256515.031372,203.44871794871796,6022079.871794872,41244807.51282051,5.201633307772348,158539.79487179487,7200256410.902852,1368642839517.0974,1.2801599132436192,35857.8717948718,tapete
RT24_11.jpg,0.0015106201171875,5357676873.903062,241.44444444444446,4515470.585858586,29462653.717171717,2.8089910639735516,176362.08080808082,5357676768.126079,1432821038121.6243,1.04555721724228,61972.181818181816,tapete
